orgnavn,enhedsnummer_deltager,enhedsnummer_virksomhed,vaerdinavn,vaerdi,gyldigfra,gyldigtil,enhedstype_deltager,cvrnummer_deltager,cvrnummer_virksomhed
Revision,4751597,5929947,FUNKTION,REVISION,2012-01-01,2017-03-22,VIRKSOMHED,30700228,30709837
Revision,4006481031,5929947,FUNKTION,REVISION,2017-03-22,2200-01-01,VIRKSOMHED,37543128,30709837
Revision,4751597,4000333320,FUNKTION,REVISION,2014-10-10,2017-03-15,VIRKSOMHED,30700228,33613717
Revision,4001991026,4000333320,FUNKTION,REVISION,2017-03-15,2200-01-01,VIRKSOMHED,25578198,33613717
Revision,1642746,4000333320,FUNKTION,REVISION,1975-12-09,2014-10-10,VIRKSOMHED,10550947,33613717
Revision,4751597,4000333725,FUNKTION,REVISION,2008-04-01,2200-01-01,VIRKSOMHED,30700228,52145015
Revision,4751597,4000331015,FUNKTION,REVISION,2008-02-20,2200-01-01,VIRKSOMHED,30700228,13513074
Revision,4751597,4000334263,FUNKTION,REVISION,2016-11-01,2200-01-01,VIRKSOMHED,30700228,73335515
Revision,4000769917,4000334263,FUNKTION,REVISION,2011-07-01,2015-07-17,VIRKSOMHED,33771231,73335515
Revision,2165320,4000334263,FUNKTION,REVISION,2015-11-20,2016-11-01,VIRKSOMHED,20222670,73335515
Revision,4710830,4000334263,FUNKTION,REVISION,2015-07-17,2015-11-20,VIRKSOMHED,31061741,73335515
Revision,4751597,5941632,FUNKTION,REVISION,2008-03-11,2014-06-18,VIRKSOMHED,30700228,25357744
Revision,5651072,5941632,FUNKTION,REVISION,2014-06-18,2018-12-18,VIRKSOMHED,33963556,25357744
Revision,5927137,5941632,FUNKTION,REVISION,2018-12-18,2200-01-01,VIRKSOMHED,35394206,25357744
Revision,4751597,4000333549,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,43324616
Revision,4751597,4000333397,FUNKTION,REVISION,2018-04-30,2200-01-01,VIRKSOMHED,30700228,36561319
Revision,5232199,4000333397,FUNKTION,REVISION,1997-04-01,2018-04-30,VIRKSOMHED,12292511,36561319
Revision,4751597,4000334488,FUNKTION,REVISION,2017-12-01,2200-01-01,VIRKSOMHED,30700228,80493215
Revision,5651072,4000334488,FUNKTION,REVISION,2013-04-09,2017-12-01,VIRKSOMHED,33963556,80493215
Revision,4751597,5835502,FUNKTION,REVISION,2012-01-01,2016-05-31,VIRKSOMHED,30700228,30581040
Revision,5651072,5835502,FUNKTION,REVISION,2016-05-31,2017-03-31,VIRKSOMHED,33963556,30581040
Revision,4006481031,5835502,FUNKTION,REVISION,2017-03-31,2200-01-01,VIRKSOMHED,37543128,30581040
Revision,4751597,4000333273,FUNKTION,REVISION,2012-01-26,2014-06-26,VIRKSOMHED,30700228,31226511
Revision,4751597,4000333273,FUNKTION,REVISION,2017-05-31,2017-12-21,VIRKSOMHED,30700228,31226511
Revision,4001991026,4000333273,FUNKTION,REVISION,2014-06-26,2017-05-31,VIRKSOMHED,25578198,31226511
Revision,4751597,4000334043,FUNKTION,REVISION,2009-02-15,2200-01-01,VIRKSOMHED,30700228,66558215
Revision,4751597,4000334414,FUNKTION,REVISION,2006-11-30,2200-01-01,VIRKSOMHED,30700228,77579028
Revision,4751597,4000331190,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,14303693
Revision,5105513,4000331190,FUNKTION,REVISION,2011-11-02,2014-10-10,VIRKSOMHED,26052394,14303693
Revision,4751597,4000333142,FUNKTION,REVISION,2016-07-04,2200-01-01,VIRKSOMHED,30700228,24257819
Revision,4000769917,4000333142,FUNKTION,REVISION,2011-07-01,2016-07-04,VIRKSOMHED,33771231,24257819
Revision,4751597,4000333375,FUNKTION,REVISION,2018-11-27,2200-01-01,VIRKSOMHED,30700228,35602313
Revision,4751597,4000333158,FUNKTION,REVISION,2012-12-14,2015-06-22,VIRKSOMHED,30700228,24508714
Revision,4751597,4000334560,FUNKTION,REVISION,2008-04-01,2200-01-01,VIRKSOMHED,30700228,83131128
Revision,4751597,4000334689,FUNKTION,REVISION,2011-07-01,2014-09-16,VIRKSOMHED,30700228,89318718
Revision,4751597,4000334689,FUNKTION,REVISION,2014-09-17,2200-01-01,VIRKSOMHED,30700228,89318718
Revision,5105513,4000334689,FUNKTION,REVISION,2011-07-04,2014-09-17,VIRKSOMHED,26052394,89318718
Revision,328597,4000334689,FUNKTION,REVISION,2014-09-17,2200-01-01,VIRKSOMHED,25492145,89318718
Revision,4751597,5967941,FUNKTION,REVISION,2008-02-18,2200-01-01,VIRKSOMHED,30700228,11765912
Revision,4751597,4000331439,FUNKTION,REVISION,2014-10-10,2015-09-25,VIRKSOMHED,30700228,15112999
Revision,4000769917,4000331439,FUNKTION,REVISION,2015-09-25,2200-01-01,VIRKSOMHED,33771231,15112999
Revision,5105513,4000331439,FUNKTION,REVISION,2010-08-10,2014-10-10,VIRKSOMHED,26052394,15112999
Revision,4751597,4000333613,FUNKTION,REVISION,2015-04-28,2016-10-14,VIRKSOMHED,30700228,45834816
Revision,1642746,4000333613,FUNKTION,REVISION,2001-04-01,2015-04-28,VIRKSOMHED,10550947,45834816
Revision,4751597,4000333295,FUNKTION,REVISION,2014-01-28,2200-01-01,VIRKSOMHED,30700228,32127711
Revision,5651072,4000333295,FUNKTION,REVISION,2011-12-02,2014-01-28,VIRKSOMHED,33963556,32127711
Revision,4751597,4000332212,FUNKTION,REVISION,2018-05-23,2200-01-01,VIRKSOMHED,30700228,17830635
Revision,4001991026,4000332212,FUNKTION,REVISION,2016-12-06,2018-05-23,VIRKSOMHED,25578198,17830635
Revision,4001991026,4000332212,FUNKTION,REVISION,2014-08-07,2016-12-05,VIRKSOMHED,25578198,17830635
Revision,5105513,4000332212,FUNKTION,REVISION,2011-05-12,2014-08-07,VIRKSOMHED,26052394,17830635
Revision,4751597,4000332958,FUNKTION,REVISION,2015-03-04,2200-01-01,VIRKSOMHED,30700228,21248118
Revision,1642746,4000332958,FUNKTION,REVISION,1997-02-14,2015-03-04,VIRKSOMHED,10550947,21248118
Revision,4751597,4000332129,FUNKTION,REVISION,2014-10-13,2200-01-01,VIRKSOMHED,30700228,17337378
Revision,2165320,4000332129,FUNKTION,REVISION,2010-12-17,2014-10-13,VIRKSOMHED,20222670,17337378
Revision,4751597,4000333508,FUNKTION,REVISION,2016-02-24,2200-01-01,VIRKSOMHED,30700228,40990917
Revision,50951,4000333508,FUNKTION,REVISION,2001-03-31,2016-02-24,VIRKSOMHED,25253221,40990917
Revision,4751597,4000332626,FUNKTION,REVISION,2008-03-27,2200-01-01,VIRKSOMHED,30700228,19996212
Revision,4751597,4000332046,FUNKTION,REVISION,2015-06-24,2200-01-01,VIRKSOMHED,30700228,17014870
Revision,2165320,4000332046,FUNKTION,REVISION,1998-11-13,2015-06-24,VIRKSOMHED,20222670,17014870
Revision,4751597,4000333089,FUNKTION,REVISION,2008-04-29,2014-03-31,VIRKSOMHED,30700228,22756214
Revision,4000769917,4000333089,FUNKTION,REVISION,2012-04-12,2200-01-01,VIRKSOMHED,33771231,22756214
Revision,4001991026,4000333089,FUNKTION,REVISION,2014-03-31,2016-04-12,VIRKSOMHED,25578198,22756214
Revision,4751597,4000334105,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,68435617
Revision,5105513,4000334105,FUNKTION,REVISION,2010-04-15,2014-10-10,VIRKSOMHED,26052394,68435617
Revision,4751597,4000333759,FUNKTION,REVISION,2012-11-22,2200-01-01,VIRKSOMHED,30700228,53777813
Revision,4751597,4000332502,FUNKTION,REVISION,2008-05-27,2014-05-19,VIRKSOMHED,30700228,19430839
Revision,4000769917,4000332502,FUNKTION,REVISION,2018-05-02,2200-01-01,VIRKSOMHED,33771231,19430839
Revision,4001991026,4000332502,FUNKTION,REVISION,2014-05-19,2018-05-02,VIRKSOMHED,25578198,19430839
Revision,4751597,4000330422,FUNKTION,REVISION,2016-03-18,2200-01-01,VIRKSOMHED,30700228,10373816
Revision,4000769917,4000330422,FUNKTION,REVISION,2011-07-01,2016-03-18,VIRKSOMHED,33771231,10373816
Revision,4751597,4000333078,FUNKTION,REVISION,2008-04-24,2017-04-20,VIRKSOMHED,30700228,22278916
Revision,4751597,5888216,FUNKTION,REVISION,2010-04-27,2200-01-01,VIRKSOMHED,30700228,25810619
Revision,4751597,4000330982,FUNKTION,REVISION,2008-03-31,2015-03-02,VIRKSOMHED,30700228,13394172
Revision,5651072,4000330982,FUNKTION,REVISION,2015-03-02,2200-01-01,VIRKSOMHED,33963556,13394172
Revision,4751597,4000331418,FUNKTION,REVISION,2008-04-21,2200-01-01,VIRKSOMHED,30700228,15070544
Revision,4751597,4000331753,FUNKTION,REVISION,2013-04-11,2014-04-15,VIRKSOMHED,30700228,16064939
Revision,4001991026,4000331753,FUNKTION,REVISION,2016-04-07,2200-01-01,VIRKSOMHED,25578198,16064939
Revision,4001991026,4000331753,FUNKTION,REVISION,2014-04-15,2016-04-06,VIRKSOMHED,25578198,16064939
Revision,4751597,4000334138,FUNKTION,REVISION,2015-04-21,2017-04-24,VIRKSOMHED,30700228,69894011
Revision,4000769917,4000334138,FUNKTION,REVISION,2017-04-24,2200-01-01,VIRKSOMHED,33771231,69894011
Revision,4000769917,4000334138,FUNKTION,REVISION,2011-07-01,2015-04-21,VIRKSOMHED,33771231,69894011
Revision,4751597,4000331161,FUNKTION,REVISION,2008-03-04,2014-04-15,VIRKSOMHED,30700228,14244441
Revision,4001991026,4000331161,FUNKTION,REVISION,2014-04-15,2200-01-01,VIRKSOMHED,25578198,14244441
Revision,4751597,5858380,FUNKTION,REVISION,2011-05-13,2200-01-01,VIRKSOMHED,30700228,33648499
Revision,4751597,4000333210,FUNKTION,REVISION,2009-01-15,2200-01-01,VIRKSOMHED,30700228,27349110
Revision,4751597,4000333845,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,57446412
Revision,5105513,4000333845,FUNKTION,REVISION,2011-08-17,2014-10-10,VIRKSOMHED,26052394,57446412
Revision,4751597,4000333962,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,63058416
Revision,5105513,4000333962,FUNKTION,REVISION,2011-04-13,2014-10-10,VIRKSOMHED,26052394,63058416
Revision,4751597,4000333526,FUNKTION,REVISION,2013-04-25,2019-04-30,VIRKSOMHED,30700228,41989912
Revision,4000769917,4000333526,FUNKTION,REVISION,2019-04-30,2200-01-01,VIRKSOMHED,33771231,41989912
Revision,4751597,4000333547,FUNKTION,REVISION,2008-11-14,2014-06-26,VIRKSOMHED,30700228,43239511
Revision,4000769917,4000333547,FUNKTION,REVISION,2015-07-13,2200-01-01,VIRKSOMHED,33771231,43239511
Revision,4001991026,4000333547,FUNKTION,REVISION,2014-06-26,2015-07-13,VIRKSOMHED,25578198,43239511
Revision,4751597,4000333383,FUNKTION,REVISION,2008-04-17,2014-10-09,VIRKSOMHED,30700228,35954716
Revision,4751597,4000333383,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,35954716
Revision,4751597,5855689,FUNKTION,REVISION,2015-05-12,2200-01-01,VIRKSOMHED,30700228,32645992
Revision,4000769917,5855689,FUNKTION,REVISION,2011-07-01,2015-05-12,VIRKSOMHED,33771231,32645992
Revision,4751597,4000330573,FUNKTION,REVISION,2008-04-01,2200-01-01,VIRKSOMHED,30700228,11456111
Revision,4751597,4000333229,FUNKTION,REVISION,2008-04-25,2200-01-01,VIRKSOMHED,30700228,28672012
Revision,4751597,4000332392,FUNKTION,REVISION,2008-10-24,2200-01-01,VIRKSOMHED,30700228,18915642
Revision,4751597,4000333240,FUNKTION,REVISION,2008-02-28,2200-01-01,VIRKSOMHED,30700228,29886016
Revision,4751597,4000332911,FUNKTION,REVISION,2009-11-05,2016-11-18,VIRKSOMHED,30700228,21144274
Revision,5538780,4000332911,FUNKTION,REVISION,2016-11-18,2200-01-01,VIRKSOMHED,34209936,21144274
Revision,4751597,5931880,FUNKTION,REVISION,2016-06-15,2200-01-01,VIRKSOMHED,30700228,56090614
Revision,5651072,5931880,FUNKTION,REVISION,2011-10-13,2016-06-15,VIRKSOMHED,33963556,56090614
Revision,4751597,4000330939,FUNKTION,REVISION,2008-05-19,2014-05-26,VIRKSOMHED,30700228,13227500
Revision,4001991026,4000330939,FUNKTION,REVISION,2014-05-26,2200-01-01,VIRKSOMHED,25578198,13227500
Revision,4751597,4000333522,FUNKTION,REVISION,2008-05-23,2200-01-01,VIRKSOMHED,30700228,41881828
Revision,4751597,4000331505,FUNKTION,REVISION,2008-11-28,2200-01-01,VIRKSOMHED,30700228,15230614
Revision,4751597,4000341538,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,13879842
Revision,5105513,4000341538,FUNKTION,REVISION,2011-08-18,2014-10-10,VIRKSOMHED,26052394,13879842
Revision,4751597,4000333599,FUNKTION,REVISION,2008-03-10,2014-03-13,VIRKSOMHED,30700228,45279111
Revision,5651072,4000333599,FUNKTION,REVISION,2014-03-13,2200-01-01,VIRKSOMHED,33963556,45279111
Revision,4751597,4000331717,FUNKTION,REVISION,2014-02-07,2200-01-01,VIRKSOMHED,30700228,15902442
Revision,4000762187,4000331717,FUNKTION,REVISION,2012-04-01,2014-02-07,VIRKSOMHED,30506804,15902442
Revision,4751597,4000333602,FUNKTION,REVISION,2008-05-31,2200-01-01,VIRKSOMHED,30700228,45484815
Revision,4751597,5869053,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,34218501
Revision,5105513,5869053,FUNKTION,REVISION,2012-01-26,2014-10-10,VIRKSOMHED,26052394,34218501
Revision,4751597,4000333870,FUNKTION,REVISION,2008-06-23,2200-01-01,VIRKSOMHED,30700228,58893218
Revision,4751597,4000334579,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,83744014
Revision,5105513,4000334579,FUNKTION,REVISION,2010-09-02,2014-10-10,VIRKSOMHED,26052394,83744014
Revision,4751597,4000333312,FUNKTION,REVISION,2008-12-18,2014-01-17,VIRKSOMHED,30700228,33208510
Revision,5651072,4000333312,FUNKTION,REVISION,2015-11-24,2200-01-01,VIRKSOMHED,33963556,33208510
Revision,4000769917,4000333312,FUNKTION,REVISION,2014-01-01,2015-11-24,VIRKSOMHED,33771231,33208510
Revision,4751597,4000340581,FUNKTION,REVISION,2008-04-25,2017-03-29,VIRKSOMHED,30700228,10011663
Revision,5651072,4000340581,FUNKTION,REVISION,2017-03-29,2200-01-01,VIRKSOMHED,33963556,10011663
Revision,4751597,5818835,FUNKTION,REVISION,2008-10-07,2200-01-01,VIRKSOMHED,30700228,29226393
Revision,4751597,5936797,FUNKTION,REVISION,2016-11-09,2200-01-01,VIRKSOMHED,30700228,27652913
Revision,4282919,5936797,FUNKTION,REVISION,2004-03-19,2016-11-09,VIRKSOMHED,30836081,27652913
Revision,4751597,4000332247,FUNKTION,REVISION,2015-02-27,2200-01-01,VIRKSOMHED,30700228,17990977
Revision,4000769917,4000332247,FUNKTION,REVISION,2011-08-15,2015-02-27,VIRKSOMHED,33771231,17990977
Revision,4751597,5886665,FUNKTION,REVISION,2008-11-28,2019-06-06,VIRKSOMHED,30700228,21770779
Revision,4751597,5827796,FUNKTION,REVISION,2008-12-12,2200-01-01,VIRKSOMHED,30700228,16147249
Revision,4751597,4000333960,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,63030228
Revision,5105513,4000333960,FUNKTION,REVISION,2012-06-22,2014-10-10,VIRKSOMHED,26052394,63030228
Revision,4751597,4000333235,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,29482713
Revision,5105513,4000333235,FUNKTION,REVISION,1996-05-10,2014-10-10,VIRKSOMHED,26052394,29482713
Revision,4751597,4000330735,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,12378300
Revision,5105513,4000330735,FUNKTION,REVISION,2010-08-10,2014-10-10,VIRKSOMHED,26052394,12378300
Revision,4751597,4000332137,FUNKTION,REVISION,2008-09-17,2014-04-29,VIRKSOMHED,30700228,17412612
Revision,4001991026,4000332137,FUNKTION,REVISION,2014-04-29,2200-01-01,VIRKSOMHED,25578198,17412612
Revision,4751597,5874180,FUNKTION,REVISION,2017-05-10,2200-01-01,VIRKSOMHED,30700228,32141277
Revision,4751597,4000333132,FUNKTION,REVISION,2008-12-15,2014-04-25,VIRKSOMHED,30700228,24232816
Revision,5651072,4000333132,FUNKTION,REVISION,2018-11-21,2200-01-01,VIRKSOMHED,33963556,24232816
Revision,4001991026,4000333132,FUNKTION,REVISION,2014-04-25,2018-11-21,VIRKSOMHED,25578198,24232816
Revision,4751597,4000333633,FUNKTION,REVISION,2014-10-10,2019-01-05,VIRKSOMHED,30700228,46579712
Revision,5105513,4000333633,FUNKTION,REVISION,2011-07-12,2014-10-10,VIRKSOMHED,26052394,46579712
Revision,5312495,4000333633,FUNKTION,REVISION,2019-01-05,2200-01-01,VIRKSOMHED,88248228,46579712
Revision,4751597,4000333970,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,63624217
Revision,5105513,4000333970,FUNKTION,REVISION,2012-06-22,2014-10-10,VIRKSOMHED,26052394,63624217
Revision,4751597,4000333561,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,43718711
Revision,5105513,4000333561,FUNKTION,REVISION,2013-05-06,2014-10-10,VIRKSOMHED,26052394,43718711
Revision,4751597,4000330437,FUNKTION,REVISION,2014-10-10,2018-05-31,VIRKSOMHED,30700228,10467594
Revision,5651072,4000330437,FUNKTION,REVISION,2018-05-31,2200-01-01,VIRKSOMHED,33963556,10467594
Revision,5105513,4000330437,FUNKTION,REVISION,2011-03-01,2014-10-10,VIRKSOMHED,26052394,10467594
Revision,4751597,4000333661,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,48885411
Revision,5105513,4000333661,FUNKTION,REVISION,2010-08-11,2014-10-10,VIRKSOMHED,26052394,48885411
Revision,4751597,4000333677,FUNKTION,REVISION,1999-11-04,2200-01-01,VIRKSOMHED,30700228,49723911
Revision,4751597,4000331631,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,15524243
Revision,5105513,4000331631,FUNKTION,REVISION,2012-04-18,2014-10-10,VIRKSOMHED,26052394,15524243
Revision,4751597,4000330482,FUNKTION,REVISION,2009-05-12,2200-01-01,VIRKSOMHED,30700228,10753694
Revision,4751597,5919345,FUNKTION,REVISION,2015-08-20,2200-01-01,VIRKSOMHED,30700228,21409677
Revision,5651072,5919345,FUNKTION,REVISION,2011-10-13,2015-08-20,VIRKSOMHED,33963556,21409677
Revision,4751597,4000332197,FUNKTION,REVISION,2016-08-10,2200-01-01,VIRKSOMHED,30700228,17741519
Revision,4000769917,4000332197,FUNKTION,REVISION,2014-10-07,2016-08-10,VIRKSOMHED,33771231,17741519
Revision,4000769917,4000332197,FUNKTION,REVISION,2011-07-01,2014-10-07,VIRKSOMHED,33771231,17741519
Revision,4751597,4000341537,FUNKTION,REVISION,2008-05-30,2018-08-08,VIRKSOMHED,30700228,10300207
Revision,4001991026,4000341537,FUNKTION,REVISION,2018-08-08,2200-01-01,VIRKSOMHED,25578198,10300207
Revision,4751597,4000333260,FUNKTION,REVISION,2018-05-29,2200-01-01,VIRKSOMHED,30700228,30938011
Revision,4001991026,4000333260,FUNKTION,REVISION,2016-05-31,2018-05-29,VIRKSOMHED,25578198,30938011
Revision,4001991026,4000333260,FUNKTION,REVISION,2014-07-01,2016-05-30,VIRKSOMHED,25578198,30938011
Revision,5105513,4000333260,FUNKTION,REVISION,1970-09-30,2014-07-01,VIRKSOMHED,26052394,30938011
Revision,4751597,4000331024,FUNKTION,REVISION,2014-10-10,2017-05-19,VIRKSOMHED,30700228,13590885
Revision,4001991026,4000331024,FUNKTION,REVISION,2017-05-19,2200-01-01,VIRKSOMHED,25578198,13590885
Revision,5105513,4000331024,FUNKTION,REVISION,2012-04-13,2014-10-10,VIRKSOMHED,26052394,13590885
Revision,4751597,5861852,FUNKTION,REVISION,2014-10-10,2018-12-18,VIRKSOMHED,30700228,34802394
Revision,4001991026,5861852,FUNKTION,REVISION,2018-12-18,2200-01-01,VIRKSOMHED,25578198,34802394
Revision,5105513,5861852,FUNKTION,REVISION,2013-04-05,2014-10-10,VIRKSOMHED,26052394,34802394
Revision,4751597,4000330825,FUNKTION,REVISION,2014-10-10,2015-08-26,VIRKSOMHED,30700228,12667833
Revision,4001991026,4000330825,FUNKTION,REVISION,2015-09-10,2200-01-01,VIRKSOMHED,25578198,12667833
Revision,5105513,4000330825,FUNKTION,REVISION,2010-08-10,2014-10-10,VIRKSOMHED,26052394,12667833
Revision,4751597,4000333600,FUNKTION,REVISION,2019-05-29,2200-01-01,VIRKSOMHED,30700228,45349918
Revision,4751597,4000333600,FUNKTION,REVISION,2008-05-22,2019-05-28,VIRKSOMHED,30700228,45349918
Revision,4751597,4000330401,FUNKTION,REVISION,2008-05-21,2018-07-05,VIRKSOMHED,30700228,10317630
Revision,4001991026,4000330401,FUNKTION,REVISION,2018-07-05,2200-01-01,VIRKSOMHED,25578198,10317630
Revision,4751597,4000333109,FUNKTION,REVISION,2014-10-10,2017-07-25,VIRKSOMHED,30700228,24214087
Revision,4001991026,4000333109,FUNKTION,REVISION,2017-07-25,2200-01-01,VIRKSOMHED,25578198,24214087
Revision,5105513,4000333109,FUNKTION,REVISION,2010-08-10,2014-10-10,VIRKSOMHED,26052394,24214087
Revision,4751597,4000330794,FUNKTION,REVISION,2008-04-17,2200-01-01,VIRKSOMHED,30700228,12562233
Revision,4751597,4000334438,FUNKTION,REVISION,2008-05-26,2014-07-09,VIRKSOMHED,30700228,78342714
Revision,4001991026,4000334438,FUNKTION,REVISION,2014-07-09,2200-01-01,VIRKSOMHED,25578198,78342714
Revision,4751597,4000331288,FUNKTION,REVISION,2012-09-28,2200-01-01,VIRKSOMHED,30700228,14650091
Revision,4751597,5973641,FUNKTION,REVISION,2008-03-12,2015-03-11,VIRKSOMHED,30700228,15311819
Revision,4000769917,5973641,FUNKTION,REVISION,2015-03-11,2200-01-01,VIRKSOMHED,33771231,15311819
Revision,4751597,4000334154,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,70333414
Revision,5105513,4000334154,FUNKTION,REVISION,2011-08-11,2014-10-10,VIRKSOMHED,26052394,70333414
Revision,4751597,5972630,FUNKTION,REVISION,2010-08-24,2014-01-06,VIRKSOMHED,30700228,33082231
Revision,5651072,5972630,FUNKTION,REVISION,2014-01-06,2019-05-14,VIRKSOMHED,33963556,33082231
Revision,4001991026,5972630,FUNKTION,REVISION,2019-05-14,2200-01-01,VIRKSOMHED,25578198,33082231
Revision,4751597,4000479820,FUNKTION,REVISION,2011-09-19,2017-01-26,VIRKSOMHED,30700228,27288669
Revision,4751597,4000564959,FUNKTION,REVISION,2014-10-10,2016-08-24,VIRKSOMHED,30700228,12002270
Revision,4001991026,4000564959,FUNKTION,REVISION,2016-08-24,2018-08-24,VIRKSOMHED,25578198,12002270
Revision,5105513,4000564959,FUNKTION,REVISION,2011-09-12,2014-10-10,VIRKSOMHED,26052394,12002270
Revision,4751597,4000797229,FUNKTION,REVISION,2008-02-11,2015-08-25,VIRKSOMHED,30700228,10278902
Revision,4751597,4000609767,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,12759282
Revision,5105513,4000609767,FUNKTION,REVISION,2011-08-11,2014-10-10,VIRKSOMHED,26052394,12759282
Revision,4751597,4000727075,FUNKTION,REVISION,2018-10-29,2200-01-01,VIRKSOMHED,30700228,34462801
Revision,5105513,4000727075,FUNKTION,REVISION,2014-03-25,2018-10-29,VIRKSOMHED,26052394,34462801
Revision,4751597,4000691313,FUNKTION,REVISION,2008-04-30,2017-05-24,VIRKSOMHED,30700228,26853605
Revision,5651072,4000691313,FUNKTION,REVISION,2017-05-24,2200-01-01,VIRKSOMHED,33963556,26853605
Revision,4751597,4000656144,FUNKTION,REVISION,2013-06-26,2014-01-28,VIRKSOMHED,30700228,28291736
Revision,4751597,4000697890,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,32834787
Revision,5105513,4000697890,FUNKTION,REVISION,2010-03-19,2014-10-10,VIRKSOMHED,26052394,32834787
Revision,4751597,4000694813,FUNKTION,REVISION,2016-11-01,2200-01-01,VIRKSOMHED,30700228,33375638
Revision,5651072,4000694813,FUNKTION,REVISION,2014-06-24,2014-12-23,VIRKSOMHED,33963556,33375638
Revision,3798439,4000694813,FUNKTION,REVISION,2010-12-23,2014-06-24,VIRKSOMHED,29442789,33375638
Revision,2165320,4000694813,FUNKTION,REVISION,2014-12-23,2016-11-01,VIRKSOMHED,20222670,33375638
Revision,4751597,4000786098,FUNKTION,REVISION,2008-03-03,2200-01-01,VIRKSOMHED,30700228,15501545
Revision,4751597,4000741039,FUNKTION,REVISION,2010-05-28,2014-08-14,VIRKSOMHED,30700228,28501048
Revision,4001991026,4000741039,FUNKTION,REVISION,2014-08-14,2200-01-01,VIRKSOMHED,25578198,28501048
Revision,4751597,4000567174,FUNKTION,REVISION,2010-04-29,2017-03-30,VIRKSOMHED,30700228,26366313
Revision,4000769917,4000567174,FUNKTION,REVISION,2017-03-30,2200-01-01,VIRKSOMHED,33771231,26366313
Revision,4751597,4000503700,FUNKTION,REVISION,2009-03-10,2200-01-01,VIRKSOMHED,30700228,21094196
Revision,4751597,4000796299,FUNKTION,REVISION,2008-03-25,2200-01-01,VIRKSOMHED,30700228,10268311
Revision,4000769917,4000796299,FUNKTION,REVISION,2011-11-29,2014-04-23,VIRKSOMHED,33771231,10268311
Revision,4751597,4000610664,FUNKTION,REVISION,2010-02-03,2014-01-16,VIRKSOMHED,30700228,30587391
Revision,4000769917,4000610664,FUNKTION,REVISION,2014-01-16,2200-01-01,VIRKSOMHED,33771231,30587391
Revision,4751597,4000553385,FUNKTION,REVISION,2014-10-10,2200-01-01,VIRKSOMHED,30700228,25074823
Revision,5105513,4000553385,FUNKTION,REVISION,2012-06-22,2014-10-10,VIRKSOMHED,26052394,25074823
Revision,4751597,4000796189,FUNKTION,REVISION,2008-02-11,2014-05-28,VIRKSOMHED,30700228,10139384
Revision,5651072,4000796189,FUNKTION,REVISION,2014-05-28,2200-01-01,VIRKSOMHED,33963556,10139384
Revision,4751597,4000610665,FUNKTION,REVISION,2010-02-03,2014-01-16,VIRKSOMHED,30700228,30587405
Revision,4000769917,4000610665,FUNKTION,REVISION,2014-01-16,2200-01-01,VIRKSOMHED,33771231,30587405
Revision,4751597,4000351228,FUNKTION,REVISION,2013-04-18,2200-01-01,VIRKSOMHED,30700228,16314439
Revision,4751597,4000563703,FUNKTION,REVISION,2009-12-29,2200-01-01,VIRKSOMHED,30700228,16563307
Revision,4751597,4000452391,FUNKTION,REVISION,2014-10-10,2015-04-09,VIRKSOMHED,30700228,10352282
Revision,5538780,4000452391,FUNKTION,REVISION,2015-04-09,2015-07-31,VIRKSOMHED,34209936,10352282
Revision,5105513,4000452391,FUNKTION,REVISION,2012-04-13,2014-10-10,VIRKSOMHED,26052394,10352282
Revision,4751597,4000656256,FUNKTION,REVISION,2008-05-15,2200-01-01,VIRKSOMHED,30700228,52839513
Revision,4751597,4000737746,FUNKTION,REVISION,2008-04-09,2015-03-24,VIRKSOMHED,30700228,21525413
Revision,4000769917,4000737746,FUNKTION,REVISION,2015-03-24,2200-01-01,VIRKSOMHED,33771231,21525413
Revision,4751597,4000716326,FUNKTION,REVISION,2015-02-02,2200-01-01,VIRKSOMHED,30700228,10977134
